rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
13,MATLAB,Algorithms_MathModels,2332,534,MATLAB,https://github.com/HuangCongQing/Algorithms_MathModels,HuangCongQing,1,2022-12-25T17:27:52Z,【国赛】【美赛】数学建模相关算法 MATLAB实现（2018年初整理）
14,MATLAB,MCM-ICM,2270,387,MATLAB,https://github.com/dick20/MCM-ICM,dick20,2,2025-07-23T06:26:42Z,2004-2020美赛O奖论文
15,MATLAB,OpenTLD,2102,1265,MATLAB,https://github.com/zk00006/OpenTLD,zk00006,33,2022-05-18T19:06:49Z,OpenTLD is an open source library for real-time 2D tracking of a single object in video. This repository is no longer under development. For latest version see: http://www.tldvision.com/tld2.html
16,MATLAB,PlatEMO,2072,522,MATLAB,https://github.com/BIMK/PlatEMO,BIMK,87,2026-01-30T02:56:25Z,Evolutionary multi-objective optimization platform
17,MATLAB,Machine-Learning-homework,2019,659,MATLAB,https://github.com/Ayatans/Machine-Learning-homework,Ayatans,0,2020-04-28T02:45:57Z,Matlab Coding homework for Machine Learning
18,MATLAB,CAM,1885,462,MATLAB,https://github.com/zhoubolei/CAM,zhoubolei,20,2022-09-13T14:02:02Z,Class Activation Mapping
19,MATLAB,awesome-low-light-image-enhancement,1799,239,MATLAB,https://github.com/zhihongz/awesome-low-light-image-enhancement,zhihongz,0,2026-01-09T06:20:24Z,This is a resouce list for low light image enhancement
20,MATLAB,DnCNN,1698,553,MATLAB,https://github.com/cszn/DnCNN,cszn,39,2021-10-09T22:04:36Z,"Beyond a Gaussian Denoiser: Residual Learning of Deep CNN for Image Denoising (TIP, 2017)"
21,MATLAB,matlab2tikz,1693,330,MATLAB,https://github.com/matlab2tikz/matlab2tikz,matlab2tikz,249,2023-10-23T16:48:16Z,This program converts MATLAB®/Octave figures to TikZ/pgfplots figures for smooth integration into LaTeX.
22,MATLAB,robotics-toolbox-matlab,1511,464,MATLAB,https://github.com/petercorke/robotics-toolbox-matlab,petercorke,83,2023-01-01T21:23:11Z,Robotics Toolbox for MATLAB
23,MATLAB,Coding-Guide,1457,184,MATLAB,https://github.com/ecmadao/Coding-Guide,ecmadao,0,2022-07-12T04:03:24Z,自己随手记录的东西
24,MATLAB,omniglot,1415,358,MATLAB,https://github.com/brendenlake/omniglot,brendenlake,0,2023-02-01T21:28:32Z,Omniglot data set for one-shot learning
25,MATLAB,crfasrnn,1340,456,MATLAB,https://github.com/torrvision/crfasrnn,torrvision,46,2019-11-30T13:17:39Z,This repository contains the source code for the semantic image segmentation method described in the ICCV 2015 paper: Conditional Random Fields as Recurrent Neural Networks. http://crfasrnn.torr.vision/
26,MATLAB,export_fig,1339,366,MATLAB,https://github.com/altmany/export_fig,altmany,28,2025-10-16T14:55:10Z,A MATLAB toolbox for exporting publication quality figures
27,MATLAB,matlab-schemer,1258,272,MATLAB,https://github.com/scottclowe/matlab-schemer,scottclowe,13,2023-12-13T03:58:36Z,Apply and save color schemes in MATLAB with ease.
28,MATLAB,R-FCN,1249,539,MATLAB,https://github.com/daijifeng001/R-FCN,daijifeng001,30,2017-05-05T15:50:59Z,R-FCN: Object Detection via Region-based Fully Convolutional Networks
29,MATLAB,Image-Fusion,1168,152,MATLAB,https://github.com/Linfeng-Tang/Image-Fusion,Linfeng-Tang,13,2026-03-02T08:29:09Z,Deep Learning-based Image Fusion: A Survey
30,MATLAB,Coursera-Machine-Learning-Stanford,1154,747,MATLAB,https://github.com/atinesh/Coursera-Machine-Learning-Stanford,atinesh,2,2025-01-29T12:46:13Z,Machine learning-Stanford University
31,MATLAB,tiny,1144,313,MATLAB,https://github.com/peiyunh/tiny,peiyunh,5,2020-03-21T02:04:30Z,"Tiny Face Detector, CVPR 2017"
32,MATLAB,SPIRIT,1137,50,MATLAB,https://github.com/SPIRIT-org/SPIRIT,SPIRIT-org,35,2026-03-24T16:08:16Z,Smartphone based on the Raspberry Pi CM 5.
33,MATLAB,machine-learning-coursera-1,1123,892,MATLAB,https://github.com/Borye/machine-learning-coursera-1,Borye,0,2019-07-28T13:49:39Z,This repo is specially created for all the work done my me as a part of Coursera's Machine Learning Course.
34,MATLAB,quadrotor,1097,301,MATLAB,https://github.com/yrlu/quadrotor,yrlu,9,2024-05-05T00:36:38Z,"Quadrotor control, path planning and trajectory optimization"
35,MATLAB,Gait-Tracking-With-x-IMU,1060,422,MATLAB,https://github.com/xioTechnologies/Gait-Tracking-With-x-IMU,xioTechnologies,22,2023-10-14T12:00:26Z,
36,MATLAB,EconometricsResources,1010,153,MATLAB,https://github.com/zuster/EconometricsResources,zuster,0,2025-11-19T07:29:19Z,经济学相关专业资料集
37,MATLAB,SAR-Synthetic-Aperture-Radar,1003,275,MATLAB,https://github.com/denkywu/SAR-Synthetic-Aperture-Radar,denkywu,0,2023-11-19T03:15:56Z,"合成孔径雷达 相关。研究生期间学习 SAR/InSAR/PolSAR 相关的代码和总结，毕业后已经离开这个领域了。分享出来，仅此纪念。1）SAR: 成像算法，RD，CS，Radarsat-1数据成像处理。2）InSAR: 人造场景原始回波仿真、成像及干涉处理。包括平地场景和圆锥形场景。3）PolSAR: 极化定标算法，Whitt, PARC, Quegan, Ainsworth。详见 readme.md"
38,MATLAB,BPL,982,306,MATLAB,https://github.com/brendenlake/BPL,brendenlake,0,2015-12-28T20:48:56Z,Bayesian Program Learning model for one-shot learning
39,MATLAB,MIMO_OFDM,968,297,MATLAB,https://github.com/LyricYang/MIMO_OFDM,LyricYang,1,2018-05-11T06:28:47Z,《MIMO-OFDM无线通信技术及MATLAB实现》随书源码
40,MATLAB,fieldtrip,961,758,MATLAB,https://github.com/fieldtrip/fieldtrip,fieldtrip,86,2026-04-01T21:45:56Z,"The MATLAB toolbox for MEG, EEG and iEEG analysis"
41,MATLAB,Signals-and-Systems-course,953,189,MATLAB,https://github.com/VipaiLab/Signals-and-Systems-course,VipaiLab,0,2022-07-16T04:20:49Z,浙江大学信电学院2022信号与系统课程资料
42,MATLAB,activityrecognition,932,348,MATLAB,https://github.com/jindongwang/activityrecognition,jindongwang,1,2019-08-20T05:46:37Z,Resources about activity recognition-行为识别资料
43,MATLAB,convnet-burden,930,113,MATLAB,https://github.com/albanie/convnet-burden,albanie,5,2019-01-17T11:15:00Z,Memory consumption and FLOP count estimates for convnets
44,MATLAB,Must-Reading-on-ISAC,902,176,MATLAB,https://github.com/yuanhao-cui/Must-Reading-on-ISAC,yuanhao-cui,3,2026-01-02T07:39:10Z,"Must Reading Papers, Research Library, Open-Source Code on Integrated Sensing and Communications (aka. Joint Radar and Communications, Joint Sensing and Communications, Dual-Functional Radar Communications)"
45,MATLAB,Matlab-Machine,902,166,MATLAB,https://github.com/Time9Y/Matlab-Machine,Time9Y,0,2025-07-22T08:10:41Z,
46,MATLAB,machine-learning-octave,894,250,MATLAB,https://github.com/trekhleb/machine-learning-octave,trekhleb,0,2025-11-23T04:28:32Z,🤖 MatLab/Octave examples of popular machine learning algorithms with code examples and mathematics being explained
47,MATLAB,lrslibrary,884,379,MATLAB,https://github.com/andrewssobral/lrslibrary,andrewssobral,3,2025-11-22T15:13:28Z,Low-Rank and Sparse Tools for Background Modeling and Subtraction in Videos
48,MATLAB,VAD,869,233,MATLAB,https://github.com/jtkim-kaist/VAD,jtkim-kaist,30,2021-06-09T07:28:56Z,"Voice activity detection (VAD) toolkit including DNN, bDNN, LSTM and ACAM based VAD. We also provide our directly recorded dataset."
49,MATLAB,NTURGB-D,864,178,MATLAB,https://github.com/shahroudy/NTURGB-D,shahroudy,23,2022-02-18T07:49:02Z,"Info and sample codes for ""NTU RGB+D Action Recognition Dataset"""
50,MATLAB,toolbox,860,498,MATLAB,https://github.com/pdollar/toolbox,pdollar,32,2019-05-06T18:46:16Z,Piotr's Image & Video Matlab Toolbox
51,MATLAB,edges,840,360,MATLAB,https://github.com/pdollar/edges,pdollar,17,2019-12-02T22:40:33Z,Structured Edge Detection Toolbox
52,MATLAB,Octave,837,497,MATLAB,https://github.com/schneems/Octave,schneems,5,2021-07-02T19:34:38Z,"my octave exercises for 2011 stanford machine learning class, posted after the due date of course"
53,MATLAB,Smart-Algorithm,832,157,MATLAB,https://github.com/LiYangSir/Smart-Algorithm,LiYangSir,2,2020-05-10T13:43:07Z,"智能算法-遗传算法、蚁群算法、粒子群算法实现。实现版本Java,Python,MatLab多版本实现"
54,MATLAB,hctsa,823,359,MATLAB,https://github.com/benfulcher/hctsa,benfulcher,11,2026-04-05T23:10:15Z,Highly comparative time-series analysis
55,MATLAB,Awesome-Speech-Enhancement,823,153,MATLAB,https://github.com/nanahou/Awesome-Speech-Enhancement,nanahou,4,2020-12-01T10:20:50Z,A tutorial for Speech Enhancement researchers and practitioners. The purpose of this repo is to organize the world’s resources for speech enhancement and make them universally accessible and useful.
56,MATLAB,Image-Harmonization-Dataset-iHarmony4,804,95,MATLAB,https://github.com/bcmi/Image-Harmonization-Dataset-iHarmony4,bcmi,0,2026-02-24T14:22:24Z,"[CVPR 2020] The first large-scale public benchmark dataset for image harmonization. The code used in our paper ""DoveNet: Deep Image Harmonization via Domain Verification"", CVPR2020. Useful for image harmonization, image composition, etc."
57,MATLAB,IMUCalibration-Gesture,785,266,MATLAB,https://github.com/shenshikexmu/IMUCalibration-Gesture,shenshikexmu,0,2024-12-12T02:43:34Z,calibration for Imu and show gesture
58,MATLAB,CourseraMachineLearning,771,309,MATLAB,https://github.com/vkosuri/CourseraMachineLearning,vkosuri,0,2019-08-28T14:44:00Z,Coursera Machine Learning By Prof. Andrew Ng
59,MATLAB,Total-Text-Dataset,766,139,MATLAB,https://github.com/cs-chan/Total-Text-Dataset,cs-chan,6,2023-10-05T05:13:30Z,"Total Text Dataset. It consists of 1555 images with more than 3 different text orientations: Horizontal, Multi-Oriented, and Curved, one of a kind."
60,MATLAB,TIGRE,761,243,MATLAB,https://github.com/CERN/TIGRE,CERN,86,2026-04-01T16:03:49Z,TIGRE: Tomographic Iterative GPU-based Reconstruction Toolbox
61,MATLAB,eeglab,751,266,MATLAB,https://github.com/sccn/eeglab,sccn,58,2026-03-20T00:13:16Z,EEGLAB is an open source signal processing environment for electrophysiological signals running on Matlab and developed at the SCCN/UCSD
62,MATLAB,Mathematics,744,269,MATLAB,https://github.com/Ewenwan/Mathematics,Ewenwan,2,2020-09-12T02:38:03Z,数学知识点滴积累  矩阵 数值优化 神经网络反向传播 图优化 概率论 随机过程 卡尔曼滤波 粒子滤波 数学函数拟合
63,MATLAB,CBIG,728,420,MATLAB,https://github.com/ThomasYeoLab/CBIG,ThomasYeoLab,16,2026-03-25T09:26:12Z,
64,MATLAB,Grey-Wolf-Optimizer-for-Path-Planning,725,57,MATLAB,https://github.com/zhaohaojie1998/Grey-Wolf-Optimizer-for-Path-Planning,zhaohaojie1998,7,2025-12-05T11:45:08Z,灰狼优化算法(GWO)路径规划/轨迹规划/轨迹优化、多智能体/多无人机航迹规划
65,MATLAB,face_verification_experiment,721,321,MATLAB,https://github.com/AlfredXiangWu/face_verification_experiment,AlfredXiangWu,2,2017-02-10T09:19:33Z,Original Caffe Version for LightCNN-9. Highly recommend to use PyTorch Version (https://github.com/AlfredXiangWu/LightCNN) 
66,MATLAB,vgg_face2,700,114,MATLAB,https://github.com/ox-vgg/vgg_face2,ox-vgg,5,2020-02-18T15:30:05Z,
67,MATLAB,OptimTraj,700,217,MATLAB,https://github.com/MatthewPeterKelly/OptimTraj,MatthewPeterKelly,29,2023-06-06T00:37:01Z,A trajectory optimization library for Matlab
68,MATLAB,automated-driving-control,678,303,MATLAB,https://github.com/VincentWong3/automated-driving-control,VincentWong3,7,2020-12-04T13:45:46Z,
69,MATLAB,gptoolbox,670,175,MATLAB,https://github.com/alecjacobson/gptoolbox,alecjacobson,60,2026-01-28T15:04:00Z,Matlab toolbox for Geometry Processing.
70,MATLAB,MATLABRobotics,667,327,MATLAB,https://github.com/AtsushiSakai/MATLABRobotics,AtsushiSakai,2,2018-11-10T23:36:18Z,MATLAB sample codes for mobile robot navigation
71,MATLAB,chebfun,662,161,MATLAB,https://github.com/chebfun/chebfun,chebfun,155,2025-09-27T16:41:40Z,Chebfun:  numerical computing with functions.
72,MATLAB,mexopencv,660,317,MATLAB,https://github.com/kyamagu/mexopencv,kyamagu,37,2020-10-23T01:25:05Z,Collection and a development kit of matlab mex functions for OpenCV library
73,MATLAB,MSS,657,191,MATLAB,https://github.com/cybergalactic/MSS,cybergalactic,0,2026-03-30T12:22:52Z,"The Marine Systems Simulator (MSS) is software that supplements the textbook ""Handbook of Marine Craft Hydrodynamics and Motion Control,"" 2nd Edition, by T. I. Fossen, published in 2021 by John Wiley & Sons Ltd."
74,MATLAB,kalibr_allan,653,221,MATLAB,https://github.com/rpng/kalibr_allan,rpng,8,2020-06-21T16:54:04Z,IMU Allan standard deviation charts for use with Kalibr and inertial kalman filters.
75,MATLAB,BeatTheBookie,644,149,MATLAB,https://github.com/Lisandro79/BeatTheBookie,Lisandro79,3,2021-10-04T15:11:23Z,Betting Strategy to Beat the Bookies at Football Games
76,MATLAB,SelfExSR,637,272,MATLAB,https://github.com/jbhuang0604/SelfExSR,jbhuang0604,8,2016-05-31T16:29:23Z,Single Image Super-Resolution from Transformed Self-Exemplars (CVPR 2015)
77,MATLAB,cnn-for-image-retrieval,632,225,MATLAB,https://github.com/willard-yuan/cnn-for-image-retrieval,willard-yuan,1,2021-01-05T04:45:05Z,":sunrise:The code of post ""Image retrieval using MatconvNet and pre-trained imageNet"""
78,MATLAB,hashing-baseline-for-image-retrieval,631,252,MATLAB,https://github.com/willard-yuan/hashing-baseline-for-image-retrieval,willard-yuan,4,2022-04-16T14:29:21Z,:octocat:Various hashing methods for image retrieval and serves as the baselines
79,MATLAB,NaveGo,631,221,MATLAB,https://github.com/rodralez/NaveGo,rodralez,12,2024-02-24T15:09:52Z,NaveGo: an open-source MATLAB/GNU Octave toolbox for processing integrated navigation systems and performing inertial sensors analysis.
80,MATLAB,siamese-fc,629,219,MATLAB,https://github.com/bertinetto/siamese-fc,bertinetto,34,2019-05-16T10:10:53Z,Arbitrary object tracking at 50-100 FPS with Fully Convolutional Siamese networks.
81,MATLAB,ECO,625,243,MATLAB,https://github.com/martin-danelljan/ECO,martin-danelljan,16,2019-10-24T11:11:11Z,Matlab implementation of the ECO tracker.
82,MATLAB,Exclusively-Dark-Image-Dataset,624,110,MATLAB,https://github.com/cs-chan/Exclusively-Dark-Image-Dataset,cs-chan,9,2026-02-13T06:52:27Z,"Exclusively Dark (ExDARK) dataset which to the best of our knowledge, is the largest collection of low-light images taken in very low-light environments to twilight (i.e 10 different conditions) to-date with image class and object level annotations."
83,MATLAB,MatlabFunc,621,267,MATLAB,https://github.com/ZJULearning/MatlabFunc,ZJULearning,2,2020-10-02T15:25:17Z,Matlab codes for feature learning
84,MATLAB,awesome-matlab-students,621,72,MATLAB,https://github.com/mathworks/awesome-matlab-students,mathworks,0,2026-04-01T21:23:32Z,"An awesome list of helpful resources for students learning MATLAB & Simulink. List includes tips & tricks, tutorials, videos, cheat sheets, and opportunities to learn MATLAB & Simulink."
85,MATLAB,automatic-driving-decision-and-planning-for-matlab,616,245,MATLAB,https://github.com/VincentWong3/automatic-driving-decision-and-planning-for-matlab,VincentWong3,4,2022-08-06T16:42:56Z,
86,MATLAB,IRCNN,610,172,MATLAB,https://github.com/cszn/IRCNN,cszn,11,2021-10-09T22:03:58Z,"Learning Deep CNN Denoiser Prior for Image Restoration (CVPR, 2017) (Matlab)"
87,MATLAB,matlab_motion_planning,609,87,MATLAB,https://github.com/ai-winter/matlab_motion_planning,ai-winter,2,2025-04-03T09:05:56Z,"Motion planning and Navigation of AGV/AMR：matlab implementation of Dijkstra, A*, Theta*, JPS, D*, LPA*, D* Lite, RRT, RRT*, RRT-Connect, Informed RRT*, ACO, Voronoi, PID, LQR, MPC, APF, RPP, DWA, DDPG, Bezier, B-spline, Dubins, Reeds-Shepp etc."
88,MATLAB,ICNet,608,197,MATLAB,https://github.com/hszhao/ICNet,hszhao,27,2022-04-15T20:07:00Z,"ICNet for Real-Time Semantic Segmentation on High-Resolution Images, ECCV2018"
89,MATLAB,refinenet,603,158,MATLAB,https://github.com/guosheng/refinenet,guosheng,0,2019-06-01T05:40:49Z, RefineNet: Multi-Path Refinement Networks for High-Resolution Semantic Segmentation
90,MATLAB,netvlad,598,120,MATLAB,https://github.com/Relja/netvlad,Relja,0,2017-07-22T17:41:15Z,NetVLAD: CNN architecture for weakly supervised place recognition
91,MATLAB,robust-tube-mpc,593,108,MATLAB,https://github.com/HiroIshida/robust-tube-mpc,HiroIshida,10,2021-01-29T22:12:10Z,Example implementation for robust model predictive control using tube
92,MATLAB,Exposure_Correction,583,70,MATLAB,https://github.com/mahmoudnafifi/Exposure_Correction,mahmoudnafifi,7,2023-12-24T01:15:11Z,"Project page of the paper ""Learning Multi-Scale Photo Exposure Correction"" (CVPR 2021). "
93,MATLAB,voc-dpm,577,303,MATLAB,https://github.com/rbgirshick/voc-dpm,rbgirshick,19,2017-04-03T16:06:41Z,Object detection system using deformable part models (DPMs) and latent SVM (voc-release5). You may want to use the latest tarball on my website. The github code may include code changes that have not been tested as thoroughly and will not necessarily reproduce the results on the website.
94,MATLAB,Notes-ML-AndrewNg,555,159,MATLAB,https://github.com/scruel/Notes-ML-AndrewNg,scruel,0,2024-03-18T09:18:48Z,Coursera吴恩达机器学习课程笔记及资源整理
95,MATLAB,MATLAB-Deep-Learning-Model-Hub,554,117,MATLAB,https://github.com/matlab-deep-learning/MATLAB-Deep-Learning-Model-Hub,matlab-deep-learning,11,2024-09-11T14:09:57Z,Discover pretrained models for deep learning in MATLAB
96,MATLAB,Detect-Track,553,107,MATLAB,https://github.com/feichtenhofer/Detect-Track,feichtenhofer,18,2018-07-03T16:38:41Z,"Code release for ""Detect to Track and Track to Detect"", ICCV 2017"
97,MATLAB,awesome-time-series-segmentation-papers,551,15,MATLAB,https://github.com/lzz19980125/awesome-time-series-segmentation-papers,lzz19980125,0,2026-04-05T05:01:47Z,This repository contains a reading list of papers on Time Series Segmentation. This repository is still being continuously improved.
98,MATLAB,FFDNet,550,132,MATLAB,https://github.com/cszn/FFDNet,cszn,24,2021-10-09T22:05:04Z,"FFDNet: Toward a Fast and Flexible Solution for CNN based Image Denoising (TIP, 2018) "
99,MATLAB,YALMIP,548,146,MATLAB,https://github.com/yalmip/YALMIP,yalmip,39,2026-03-22T18:19:07Z,MATLAB toolbox for optimization modeling
100,MATLAB,matpower,546,173,MATLAB,https://github.com/MATPOWER/matpower,MATPOWER,14,2026-03-11T00:26:56Z,MATPOWER – steady state power flow simulation and optimization for MATLAB and Octave
1,Objective-C,uni-app,41464,3712,Objective-C,https://github.com/dcloudio/uni-app,dcloudio,673,2026-04-03T11:44:49Z,A cross-platform framework using Vue.js
2,Objective-C,AFNetworking,33635,10534,Objective-C,https://github.com/AFNetworking/AFNetworking,AFNetworking,0,2023-01-17T19:30:05Z,"A delightful networking framework for iOS, macOS, watchOS, and tvOS."
3,Objective-C,SDWebImage,25841,5986,Objective-C,https://github.com/SDWebImage/SDWebImage,SDWebImage,119,2026-02-26T07:37:32Z,Asynchronous image downloader with cache support as a UIImageView category
4,Objective-C,WeChatExtension-ForMac,22665,3582,Objective-C,https://github.com/MustangYM/WeChatExtension-ForMac,MustangYM,906,2025-02-13T21:53:57Z,A plugin for Mac WeChat
5,Objective-C,TrollStore,21150,1517,Objective-C,https://github.com/opa334/TrollStore,opa334,45,2026-04-01T09:43:17Z,Jailed iOS app that can install IPAs permanently with arbitary entitlements and root helpers because it trolls Apple
6,Objective-C,GPUImage,20320,4580,Objective-C,https://github.com/BradLarson/GPUImage,BradLarson,914,2024-02-16T22:29:30Z,An open source iOS framework for GPU-based image and video processing
7,Objective-C,Masonry,18313,3151,Objective-C,https://github.com/SnapKit/Masonry,SnapKit,129,2023-04-13T18:23:56Z,"Harness the power of AutoLayout NSLayoutConstraints with a simplified, chainable and expressive syntax. Supports iOS and OSX Auto Layout"
8,Objective-C,iTerm2,17333,1350,Objective-C,https://github.com/gnachman/iTerm2,gnachman,0,2026-04-05T18:00:45Z,iTerm2 is a terminal emulator for Mac OS X that does amazing things.
9,Objective-C,realm-swift,16608,2218,Objective-C,https://github.com/realm/realm-swift,realm,471,2026-03-13T23:46:07Z,Realm is a mobile database: a replacement for Core Data & SQLite
10,Objective-C,MBProgressHUD,15966,3575,Objective-C,https://github.com/jdg/MBProgressHUD,jdg,82,2024-08-14T01:48:59Z,MBProgressHUD + Customizations
11,Objective-C,hammerspoon,15180,684,Objective-C,https://github.com/Hammerspoon/hammerspoon,Hammerspoon,651,2026-02-26T10:52:39Z,Staggeringly powerful macOS desktop automation with Lua
12,Objective-C,keycastr,14722,560,Objective-C,https://github.com/keycastr/keycastr,keycastr,89,2025-12-07T02:23:01Z,"KeyCastr, an open-source keystroke visualizer"
13,Objective-C,FLEX,14589,1778,Objective-C,https://github.com/FLEXTool/FLEX,FLEXTool,33,2026-04-02T18:37:40Z,An in-app debugging and exploration tool for iOS
14,Objective-C,WebViewJavascriptBridge,14331,2974,Objective-C,https://github.com/marcuswestin/WebViewJavascriptBridge,marcuswestin,81,2024-08-01T09:17:17Z,An iOS/OSX bridge for sending messages between Obj-C and JavaScript in UIWebViews/WebViews
15,Objective-C,WeChatPlugin-MacOS,14282,2472,Objective-C,https://github.com/TKkk-iOSer/WeChatPlugin-MacOS,TKkk-iOSer,152,2024-06-09T03:27:58Z,微信小助手
16,Objective-C,YYKit,13998,3700,Objective-C,https://github.com/ibireme/YYKit,ibireme,280,2024-06-25T08:23:28Z,A collection of iOS components.
17,Objective-C,fmdb,13853,2742,Objective-C,https://github.com/ccgus/fmdb,ccgus,237,2026-03-15T21:06:50Z,A Cocoa / Objective-C wrapper around SQLite
18,Objective-C,MJRefresh,13825,3529,Objective-C,https://github.com/CoderMJLee/MJRefresh,CoderMJLee,51,2025-11-11T04:44:40Z,An easy way to use pull-to-refresh.
19,Objective-C,spectacle,13644,840,Objective-C,https://github.com/eczarny/spectacle,eczarny,0,2022-01-15T17:32:42Z,Spectacle allows you to organize your windows without using a mouse.
20,Objective-C,CocoaLumberjack,13335,2280,Objective-C,https://github.com/CocoaLumberjack/CocoaLumberjack,CocoaLumberjack,5,2026-04-01T05:26:10Z,"A fast & simple, yet powerful & flexible logging framework for macOS, iOS, tvOS, watchOS and visionOS"
21,Objective-C,IGListKit,13063,1542,Objective-C,https://github.com/Instagram/IGListKit,Instagram,60,2026-02-25T09:41:18Z,A data-driven UICollectionView framework for building fast and flexible lists.
22,Objective-C,darling,12689,494,Objective-C,https://github.com/darlinghq/darling,darlinghq,375,2026-04-02T17:39:56Z,Darwin/macOS emulation layer for Linux
23,Objective-C,SVProgressHUD,12471,2668,Objective-C,https://github.com/SVProgressHUD/SVProgressHUD,SVProgressHUD,47,2026-02-27T17:42:19Z,A clean and lightweight progress HUD for your iOS and tvOS app.
24,Objective-C,CocoaAsyncSocket,12456,3007,Objective-C,https://github.com/robbiehanson/CocoaAsyncSocket,robbiehanson,0,2026-03-23T21:37:46Z,Asynchronous socket networking library for Mac and iOS
25,Objective-C,chameleon,12363,1296,Objective-C,https://github.com/vicc/chameleon,vicc,38,2021-05-03T07:11:02Z,"Color framework for Swift & Objective-C (Gradient colors, hexcode support, colors from images & more)."
26,Objective-C,LuLu,12300,559,Objective-C,https://github.com/objective-see/LuLu,objective-see,490,2026-03-17T17:47:39Z,LuLu is the free open-source macOS firewall
27,Objective-C,iCarousel,12291,2542,Objective-C,https://github.com/nicklockwood/iCarousel,nicklockwood,367,2024-06-27T05:43:24Z,"A simple, highly customisable, data-driven 3D carousel for iOS and Mac OS"
28,Objective-C,DZNEmptyDataSet,12048,1726,Objective-C,https://github.com/dzenbot/DZNEmptyDataSet,dzenbot,166,2022-07-06T08:08:53Z,A drop-in UITableView/UICollectionView superclass category for showing empty datasets whenever the view has no content to display
29,Objective-C,GitUp,11966,1457,Objective-C,https://github.com/git-up/GitUp,git-up,370,2026-02-15T03:46:31Z,The Git interface you've been missing all your life has finally arrived.
30,Objective-C,JSPatch,11350,2226,Objective-C,https://github.com/bang590/JSPatch,bang590,103,2020-12-01T02:18:35Z,JSPatch bridge Objective-C and Javascript using the Objective-C runtime. You can call any Objective-C class and method in JavaScript by just including a small engine. JSPatch is generally used to hotfix iOS App.
31,Objective-C,Mantle,11269,1468,Objective-C,https://github.com/Mantle/Mantle,Mantle,0,2022-10-18T09:40:02Z,Model framework for Cocoa and Cocoa Touch
32,Objective-C,JSQMessagesViewController,11099,2771,Objective-C,https://github.com/jessesquires/JSQMessagesViewController,jessesquires,0,2018-12-12T10:45:39Z,An elegant messages UI library for iOS
33,Objective-C,MagicalRecord,10726,1770,Objective-C,https://github.com/magicalpanda/MagicalRecord,magicalpanda,227,2021-04-27T16:21:19Z,Super Awesome Easy Fetching for Core Data!
34,Objective-C,FSCalendar,10677,1948,Objective-C,https://github.com/WenchaoD/FSCalendar,WenchaoD,436,2024-08-10T13:44:15Z,"A fully customizable iOS calendar library, compatible with Objective-C and Swift"
35,Objective-C,RestKit,10129,2078,Objective-C,https://github.com/RestKit/RestKit,RestKit,341,2022-08-27T03:57:20Z,RestKit is a framework for consuming and modeling RESTful web resources on iOS and OS X
36,Objective-C,UITableView-FDTemplateLayoutCell,9886,1992,Objective-C,https://github.com/forkingdog/UITableView-FDTemplateLayoutCell,forkingdog,116,2022-03-07T10:01:30Z,Template auto layout cell for automatically UITableViewCell height calculating
37,Objective-C,Alcatraz,9824,1129,Objective-C,https://github.com/alcatraz/Alcatraz,alcatraz,32,2017-09-28T10:13:15Z,Package manager for Xcode
38,Objective-C,PNChart,9659,1743,Objective-C,https://github.com/kevinzhow/PNChart,kevinzhow,169,2018-07-02T12:43:03Z,A simple and beautiful chart lib used in Piner and CoinsMan for iOS
39,Objective-C,SocketRocket,9627,2013,Objective-C,https://github.com/facebookincubator/SocketRocket,facebookincubator,169,2025-12-04T01:29:19Z,A conforming Objective-C WebSocket client library.
40,Objective-C,mac-mouse-fix,9584,300,Objective-C,https://github.com/noah-nuebling/mac-mouse-fix,noah-nuebling,1051,2026-04-06T03:48:37Z,Mac Mouse Fix - Make Your $10 Mouse Better Than an Apple Trackpad!
41,Objective-C,Shimmer,9342,1119,Objective-C,https://github.com/facebookarchive/Shimmer,facebookarchive,17,2021-02-06T00:01:46Z,"An easy way to add a simple, shimmering effect to any view in an iOS app."
42,Objective-C,sequelpro,9195,836,Objective-C,https://github.com/sequelpro/sequelpro,sequelpro,507,2023-02-25T08:11:30Z,MySQL/MariaDB database management for macOS
43,Objective-C,YYText,8886,1769,Objective-C,https://github.com/ibireme/YYText,ibireme,480,2024-07-16T06:32:03Z,Powerful text framework for iOS to display and edit rich text.
44,Objective-C,Sloth,8867,171,Objective-C,https://github.com/sveinbjornt/Sloth,sveinbjornt,3,2026-03-27T17:24:36Z,"Mac app that shows all open files, directories, sockets, pipes and devices in use by all running processes. Nice GUI for lsof."
45,Objective-C,BaiduNetdiskPlugin-macOS,8830,1764,Objective-C,https://github.com/CodeTips/BaiduNetdiskPlugin-macOS,CodeTips,0,2020-10-17T13:18:17Z,For macOS.百度网盘 破解SVIP、下载速度限制~
46,Objective-C,Sparkle,8798,1106,Objective-C,https://github.com/sparkle-project/Sparkle,sparkle-project,17,2026-03-29T23:30:46Z,A software update framework for macOS
47,Objective-C,MWPhotoBrowser,8734,2670,Objective-C,https://github.com/mwaterfall/MWPhotoBrowser,mwaterfall,249,2024-06-27T12:38:19Z,"A simple iOS photo and video browser with grid view, captions and selections."
